ID,N,E,"Accuracy (radius, m)","Thickness, m","Absolute elevation, m a.s.l.",Type of excavation,Geomorphological position modern,Geomorphological position,Name of geographic feature,Nearest locality,Administrative unit,Type of deposits,Stratigraphic position,Chronological data available,Dating method,Number of magnetostratigraphy boundaries,Number of  14С dates ,Number of  OSL dates,Number of  TL dates,Number of (U–Th)/He dates ,Publication 1,DOI / link 1,Publication 2,DOI / link 2,Publication 3,DOI / link 3,Publication 4,DOI / link 4,Principal investigator,Comments,Data contributor,n_sources
1,44.78053,44.16336,5000,1–100,90–130,ND,ND,ND,Буденновск,Буденновск,ND,alluvium; loess; loess-like loam; loess-like silty loam; marine deposits; slope deposits,Lower Pleistocene; Middle Pleistocene; Upper Pleistocene; Holocene,Yes,OSL; TL; magnetostratigraphy,ND,ND,ND,ND,ND,Галай Научные статьи.pdf,ND,Галай_1981_Некотороые закономерности строения лессовых толщ.pdf,ND,Диссертация Галай,ND,Трофимов_ред._Лессовый покров Земли_2001.pdf,ND,ND,консолидировано из 5 источн.; г. Буденновск || г. Буденновск,auto-extraction (loess pipeline),5
11240,52.83941,68.30763,5000,ND,ND,ND,ND,ND,Верхний Бурлук,Верхний Бурлук,Казахстан,alluvium,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у с.Верхний Бурлук,auto-extraction (loess pipeline),1
11241,50.37758,80.48859,5000,ND,ND,ND,ND,ND,Озерки,Озерки,Казахстан,loess-like loam,Holocene,Yes,14C,ND,ND,ND,ND,ND,Величко и др. 1999. Изменение Ландашфтов и климата за последние 65 млн. лет,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; разреза озерно-болотных отложений Озерки в долине Иртыша,auto-extraction (loess pipeline),1
11248,54.4683,25.4477,5000,100,130,ND,ND,ND,Вилькишкес,Вилькишкес,Литва,alluvium; loess; loess-like loam; marine deposits; slope deposits; till,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; опорный корреляционный профиль: Суур-Прангли-Буйвиджяй-Вилькишкес-Друскининкай,auto-extraction (loess pipeline),1
11251,51.89799,82.55013,5000,ND,ND,ND,ND,ND,Эстония,Эстония,ND,loess; slope deposits,Middle Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; «На территории Эстонии среднеплейстоценовые морены образуют угандискую свиту.»,auto-extraction (loess pipeline),1
11253,54.57568,41.81492,5000,ND,ND,ND,ND,ND,Пителино,Пителино,ND,alluvium,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в разрезе скважины 103 у пос. Пителино (анализы Е.А. Спиридоновой),auto-extraction (loess pipeline),1
11254,56.33394,44.14893,5000,ND,ND,ND,ND,ND,Пичугино,Пичугино,ND,alluvium,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; скв. 2 у дер. Пичугино на р. Чармус, притоке р. Колпь, анализы Е.В. Анановой",auto-extraction (loess pipeline),1
11256,54.37147,40.42961,5000,15,131,ND,ND,ND,Чевкино,Чевкино,ND,till,Middle Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; теперь известна по обнажениям на Средней Оке (дер. Троица, Чевкино, Фатьяновка)",auto-extraction (loess pipeline),1
11257,54.28349,30.29893,5000,12,ND,ND,ND,ND,Старые Стайки,Старые Стайки,ND,loess; marine deposits,Middle Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; озерно-болотные отложения разреза Старые Стайки близ Копыси,auto-extraction (loess pipeline),1
11258,52.93461,30.3923,5000,8,ND,ND,ND,ND,Химы,Химы,Рогачевский район,loess-like loam; loess-like silty loam,Lower Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; скв. 6 у дер. Химы Рогачевского района,auto-extraction (loess pipeline),1
11259,50.98602,29.58619,5000,ND,ND,ND,ND,ND,Сидоровичи,Сидоровичи,ND,loess-like silty loam,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; скв. 3 Сидоровичи,auto-extraction (loess pipeline),1
11264,55.66626,37.33079,5000,ND,ND,ND,ND,ND,Переделки,Переделки,ND,slope deposits,Lower Pleistocene,Yes,magnetostratigraphy,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; прослеживается до южной границы профиля (д. Переделки),auto-extraction (loess pipeline),1
11265,52.27604,30.0822,5000,ND,ND,ND,ND,ND,Красная Дуброва,Красная Дуброва,ND,ND,Lower Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; разрезом Красная Дуброва,auto-extraction (loess pipeline),1
11267,55.29735,30.30703,5000,ND,ND,ND,ND,ND,Руба,Руба,Белоруссия,ND,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; карьере Руба,auto-extraction (loess pipeline),1
11275,61.05592,46.61158,5000,ND,ND,ND,ND,ND,Медведки,Медведки,ND,loess-like silty loam,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; скважине 425 у дер. Медведки,auto-extraction (loess pipeline),1
11276,54.42456,32.59748,5000,18.3,ND,ND,ND,ND,Толпеки,Толпеки,ND,alluvium,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; скважине 1667 у дер. Толпеки,auto-extraction (loess pipeline),1
11278,49.24647,33.56221,5000,ND,ND,ND,ND,ND,Гуньки,Гуньки,Украина,loess; loess-like loam,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; В разрезе Гуньки палеонтологические и спорово-пыльцевые данные из старичных отложений, залегающих в основании каменской почвы, свидетельствуют об их л",auto-extraction (loess pipeline),1
11280,49.04537,33.20721,5000,ND,ND,ND,ND,ND,Светловодск,Светловодск,ND,loess-like loam,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; разрезы: Мутин, Марково, Межирич, Светловодск и др.",auto-extraction (loess pipeline),1
11282,45.16205,33.83858,5000,ND,ND,ND,ND,ND,Игоревка,Игоревка,ND,till,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; В разрезе Игоревка большая часть ее толщи залегает ниже уреза Сейма,auto-extraction (loess pipeline),1
11283,55.19078,32.40604,5000,ND,ND,ND,ND,ND,Духовщина,Духовщина,ND,alluvium; till,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; в разрезах Рославль, Кучино, Смоленск, Духовщина и др.",auto-extraction (loess pipeline),1
11284,54.86434,36.36345,5000,ND,ND,ND,ND,ND,Гончаровка,Гончаровка,ND,alluvium,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в районе дер. Гончаровка,auto-extraction (loess pipeline),1
11285,56.53306,35.66544,5000,ND,ND,ND,ND,ND,Быково,Быково,ND,alluvium,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у дер. Быково,auto-extraction (loess pipeline),1
11286,54.73281,36.18507,5000,ND,ND,ND,ND,ND,Торбеево,Торбеево,ND,alluvium,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; у д. Торбеево,auto-extraction (loess pipeline),1
11287,57.04153,65.7271,5000,ND,ND,ND,ND,ND,Боровский район,Боровский район,ND,till,Middle Pleistocene,Yes,TL,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в Боровском районе,auto-extraction (loess pipeline),1
11288,56.69871,28.67803,5000,ND,ND,ND,ND,ND,Ястребово,Ястребово,ND,loess,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; в районе дер. Ястребово (г. Верея),auto-extraction (loess pipeline),1
11296,55.20979,36.64489,5000,ND,ND,ND,ND,ND,Пекино,Пекино,ND,alluvium; slope deposits,Upper Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; …в разрезе у дер. Пекино вскрыты отложения первого (глазовского) климатического оптимума рославльского межледниковья…,auto-extraction (loess pipeline),1
11297,54.39361,39.00083,5000,ND,ND,ND,ND,ND,Лесищи,Лесищи,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Рис. 14. Спорово-пыльцевые диаграммы разрезов: А у. Лесищи; Б – у д. Рябцево.,auto-extraction (loess pipeline),1
11298,54.85186,36.19599,5000,ND,ND,ND,ND,ND,Рябцево,Рябцево,ND,ND,ND,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Рис. 14. Спорово-пыльцевые диаграммы разрезов: А у. Лесищи; Б – у д. Рябцево.,auto-extraction (loess pipeline),1
11299,56.58174,34.87812,5000,ND,ND,ND,ND,ND,Паньково,Паньково,ND,loess; loess-like silty loam,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,консолидировано из 1 источн.; Спорово-пыльцевая диаграмма лихвинских межледниковых отложений у дер. Паньково,auto-extraction (loess pipeline),1
11306,59.04719,39.36604,5000,ND,ND,ND,ND,ND,Янгосарь,Янгосарь,Вологодская область,alluvium; loess-like loam,Middle Pleistocene,Yes,ND,ND,ND,ND,ND,ND,Величко и др. 2001. Оледенения среднего плейстоцена. 2001,ND,ND,ND,ND,ND,ND,ND,ND,"консолидировано из 1 источн.; скважины у с.с. Трубайка, Янгосарь, Парфеньево и др.",auto-extraction (loess pipeline),1
